ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
25209,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,526500,3.5,-0.1482,4497.05,360,not_neg,not_int,not_lpsm,718000,sb,pr,home,1U,7200,EXP,829,CIB,35-44,not_inst,73.32869081,central,direct,0,36
25210,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,256500,4.5,1.0231,4750,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,5100,CIB,871,CIB,35-44,not_inst,69.70108696,North,direct,0,36
25211,2019,ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,266500,4.25,-0.0124,5166.3,324,neg_amm,not_int,not_lpsm,328000,sb,pr,home,1U,8340,CRIF,661,EXP,35-44,to_inst,81.25,North,direct,0,12
25212,2019,cf,Female,nopre,type1,p3,l2,nopc,nob/c,216500,4.99,0.6818,1150,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,4980,CIB,661,CIB,45-54,to_inst,75.17361111,North,direct,0,31
25213,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,156500,4.625,1.0065,642.31,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,4080,CRIF,664,EXP,65-74,not_inst,54.34027778,North,direct,0,43
25214,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,726500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9660,EQUI,896,EXP,35-44,not_inst,,south,direct,1,
25215,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,486500,3.75,0.0816,1644.21,360,not_neg,not_int,not_lpsm,538000,sb,pr,home,1U,17640,EXP,856,EXP,25-34,not_inst,90.42750929,central,direct,0,28
25216,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,256500,,,,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,6720,CRIF,603,EXP,55-64,to_inst,71.64804469,central,direct,1,36
25217,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,396500,,,,300,neg_amm,not_int,not_lpsm,568000,sb,pr,home,1U,5040,CRIF,627,CIB,35-44,not_inst,69.80633803,North,direct,1,41
25218,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,236500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3240,EQUI,715,EXP,55-64,not_inst,,North,direct,1,
25219,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,236500,,,,360,neg_amm,not_int,not_lpsm,308000,sb,pr,home,1U,5280,EXP,595,CIB,65-74,to_inst,76.78571429,south,direct,1,31
25220,2019,ncf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,1486500,3.625,-0.1143,5818.5,360,not_neg,not_int,not_lpsm,2128000,sb,pr,home,1U,23760,EXP,861,EXP,35-44,not_inst,69.85432331,south,direct,0,39
25221,2019,cf,Male,nopre,type1,p4,l2,nopc,nob/c,156500,3.875,0.5859,4281,240,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,4620,EXP,851,CIB,55-64,to_inst,39.32160804,south,direct,0,22
25222,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,86500,4.25,0.9691,2291.25,180,not_neg,not_int,not_lpsm,248000,sb,pr,home,1U,1620,CRIF,660,CIB,65-74,to_inst,34.87903226,south,direct,0,48
25223,2019,ncf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,1416500,3.625,0.0027,13611.13,360,not_neg,not_int,not_lpsm,3848000,sb,pr,home,1U,24060,EXP,767,EXP,45-54,to_inst,36.81133056,south,direct,0,31
25224,2019,cf,Female,nopre,type3,p4,l1,nopc,nob/c,396500,2.99,-0.5806,5811.67,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,,CRIF,656,CIB,35-44,to_inst,97.18137255,North,direct,0,
25225,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,486500,3,-0.2038,0,180,not_neg,not_int,not_lpsm,998000,sb,pr,home,1U,12060,EXP,875,CIB,35-44,not_inst,48.74749499,south,direct,0,22
25226,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,216500,,,,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,3840,CIB,778,CIB,55-64,to_inst,64.05325444,North,direct,1,43
25227,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,266500,3.99,0.5849,2932.5,300,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,7200,EXP,652,CIB,35-44,to_inst,83.80503145,North,direct,0,31
25228,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,466500,4,-0.3286,0,360,not_neg,not_int,not_lpsm,618000,sb,pr,home,1U,5760,CIB,577,EXP,35-44,not_inst,75.48543689,central,direct,0,36
25229,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,156500,3.75,1.0431,4603.25,240,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,3540,EXP,869,CIB,35-44,to_inst,60.65891473,south,direct,0,43
25230,2019,cf,Male,nopre,type2,p3,l2,nopc,b/c,606500,,,,360,not_neg,not_int,not_lpsm,668000,sb,pr,home,1U,7440,CRIF,758,CIB,55-64,not_inst,90.79341317,south,direct,1,57
25231,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,246500,,,,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,8040,EXP,701,CIB,45-54,to_inst,95.54263566,south,direct,1,24
25232,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,316500,3.25,0.1267,2235,240,not_neg,not_int,not_lpsm,548000,sb,pr,home,1U,5460,CRIF,775,EXP,45-54,not_inst,57.75547445,North,direct,0,41
25233,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,556500,4.75,0.61,12371.68,360,not_neg,not_int,not_lpsm,738000,sb,ir,home,1U,71220,EXP,893,EXP,55-64,not_inst,75.40650407,North,direct,0,19
25234,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,266500,,,,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1U,3060,CIB,870,EXP,65-74,to_inst,89.4295302,North,direct,1,56
25235,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,306500,4.5,1.0522,0,360,neg_amm,not_int,not_lpsm,328000,sb,pr,home,1U,7140,CIB,785,CIB,45-54,to_inst,93.44512195,south,direct,0,40
25236,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,456500,,,,192,neg_amm,not_int,not_lpsm,778000,sb,pr,home,1U,9300,EXP,779,CIB,45-54,to_inst,58.67609254,south,direct,1,40
25237,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,116500,,,,360,not_neg,not_int,not_lpsm,138000,sb,pr,home,1U,2520,CRIF,565,EXP,55-64,to_inst,84.42028986,North,direct,1,30
25238,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,206500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5160,EQUI,792,EXP,55-64,to_inst,,North,direct,1,
25239,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,556500,,,,360,not_neg,not_int,not_lpsm,688000,sb,pr,home,1U,5820,EXP,753,CIB,55-64,not_inst,80.88662791,North,direct,1,43
25240,2019,cf,Female,nopre,type1,p4,l2,nopc,nob/c,486500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8700,EQUI,838,EXP,45-54,not_inst,,south,direct,1,
25241,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,186500,4.25,1.2033,0,360,not_neg,not_int,not_lpsm,208000,sb,pr,home,1U,,CRIF,769,CIB,25-34,to_inst,89.66346154,North,direct,0,
25242,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,266500,,,,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,3120,CIB,851,EXP,65-74,to_inst,83.80503145,North,direct,1,50
25243,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,136500,3.5,0.6808,4341.98,360,not_neg,not_int,lpsm,188000,sb,pr,home,1U,2640,CIB,517,CIB,25-34,to_inst,72.60638298,south,direct,0,38
25244,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,536500,4.56,0.2928,6314.88,360,not_neg,not_int,not_lpsm,818000,sb,pr,home,1U,6720,CIB,852,CIB,25-34,to_inst,65.58679707,North,direct,0,41
25245,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,186500,3.75,0.8896,2617.25,180,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,8820,CIB,587,EXP,55-64,to_inst,64.75694444,North,direct,0,43
25246,2019,ncf,Joint,nopre,type1,p3,l1,nopc,nob/c,796500,,,,360,not_neg,not_int,not_lpsm,2398000,sb,pr,home,1U,8880,EXP,694,EXP,65-74,to_inst,33.21517932,south,direct,1,42
25247,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,336500,3.5,0.0603,,360,not_neg,not_int,not_lpsm,518000,sb,pr,home,1U,3060,CIB,781,CIB,55-64,to_inst,64.96138996,North,direct,0,45
25248,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,196500,,,,360,neg_amm,not_int,not_lpsm,228000,sb,pr,home,1U,1620,CRIF,729,CIB,45-54,not_inst,86.18421053,North,direct,1,51
25249,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,536500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6000,EQUI,597,EXP,65-74,to_inst,,south,direct,1,
25250,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,166500,3.99,0.2713,5033.28,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,2520,EXP,640,EXP,>74,to_inst,69.95798319,North,direct,0,40
25251,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,336500,,,,360,not_neg,int_only,not_lpsm,,sb,pr,home,1U,5100,EQUI,719,EXP,25-34,not_inst,,North,direct,1,
25252,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,136500,3.99,0.2771,474.77,360,not_neg,not_int,not_lpsm,148000,sb,pr,home,1U,,EXP,744,CIB,35-44,to_inst,92.22972973,south,direct,0,
25253,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,106500,3.99,1.274,3024.13,360,not_neg,not_int,not_lpsm,138000,sb,pr,home,1U,1860,CRIF,768,CIB,35-44,to_inst,77.17391304,south,direct,0,43
25254,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,176500,3.99,0.3858,4335,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,4320,CIB,770,CIB,45-54,to_inst,77.4122807,North,direct,0,26
25255,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,446500,,,,324,not_neg,int_only,not_lpsm,,sb,pr,home,1U,11400,EQUI,850,EXP,45-54,not_inst,,south,direct,1,
25256,2019,ncf,Sex Not Available,nopre,type3,p1,l1,nopc,nob/c,416500,3.25,-0.4373,4150,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,7200,CIB,598,CIB,35-44,to_inst,99.64114833,south,direct,0,27
25257,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,96500,3.25,1.4569,3561.22,240,not_neg,not_int,not_lpsm,158000,sb,pr,home,1U,4380,CRIF,818,CIB,55-64,to_inst,61.07594937,North,direct,0,31
25258,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,306500,3.125,-0.5317,516.96,360,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,,EXP,614,CIB,25-34,to_inst,99.51298701,south,direct,0,
25259,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,406500,3.25,-0.4181,4008.15,360,not_neg,not_int,not_lpsm,718000,sb,pr,home,1U,12000,CRIF,604,EXP,55-64,not_inst,56.61559889,central,direct,0,16
25260,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,416500,3.125,-0.6588,0,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1U,,EXP,892,CIB,45-54,not_inst,83.63453815,North,direct,0,
25261,2019,cf,Male,pre,type3,p4,l1,nopc,nob/c,156500,3.5,-0.3592,346.68,360,not_neg,not_int,not_lpsm,158000,sb,pr,home,1U,,EXP,804,CIB,>74,to_inst,99.05063291,North,direct,0,
25262,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,126500,4.875,1.4048,3437.5,360,not_neg,not_int,not_lpsm,178000,sb,pr,home,1U,3360,EXP,737,CIB,55-64,to_inst,71.06741573,North,direct,0,26
25263,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,406500,3.99,0.3422,,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1U,10860,CIB,888,EXP,45-54,to_inst,66.85855263,south,direct,0,30
25264,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,506500,4.25,-0.1775,2995,360,not_neg,not_int,not_lpsm,728000,sb,pr,home,1U,8100,CIB,543,EXP,35-44,not_inst,69.57417582,North,direct,0,32
25265,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,516500,3.875,0.2666,6052,360,not_neg,not_int,not_lpsm,588000,sb,pr,home,1U,6780,CRIF,547,EXP,35-44,not_inst,87.84013605,south,direct,0,44
25266,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,556500,3.75,0.0938,939.2,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1U,8760,EXP,571,EXP,35-44,not_inst,88.61464968,central,direct,0,31
25267,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,296500,3.625,0.4947,4543.05,240,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,4680,CIB,803,EXP,25-34,not_inst,72.67156863,south,direct,0,45
25268,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,246500,4.625,0.8672,3012.5,240,not_neg,not_int,not_lpsm,348000,sb,pr,home,1U,3720,CIB,639,CIB,55-64,to_inst,70.83333333,south,direct,0,48
25269,2019,cf,Joint,nopre,type1,p3,l2,nopc,nob/c,246500,3.99,0.6948,5510.58,180,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,4320,CIB,869,EXP,55-64,to_inst,72.92899408,central,direct,0,40
25270,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,226500,4.875,0.423,0,360,neg_amm,not_int,not_lpsm,288000,sb,pr,home,1U,12540,CRIF,621,CIB,55-64,to_inst,78.64583333,south,direct,0,19
25271,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,156500,4.125,0.6498,2428.15,360,not_neg,not_int,not_lpsm,198000,sb,pr,home,1U,5400,EXP,715,EXP,35-44,to_inst,79.04040404,south,direct,0,42
25272,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,176500,5.375,1.2083,5030.25,360,not_neg,not_int,not_lpsm,298000,sb,ir,home,1U,9360,CRIF,774,EXP,35-44,to_inst,59.22818792,central,direct,0,40
25273,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,266500,3.25,0.6186,7198.44,180,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,8280,EXP,651,EXP,45-54,to_inst,65.31862745,North,direct,0,39
25274,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,216500,5.375,1.0086,32.1,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,5400,EXP,728,CIB,45-54,to_inst,68.08176101,south,direct,0,44
25275,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,416500,3.5,0.3769,0,360,not_neg,not_int,not_lpsm,478000,sb,pr,home,1U,8460,CRIF,618,EXP,35-44,not_inst,87.13389121,south,direct,0,43
25276,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,106500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2580,EQUI,574,EXP,65-74,to_inst,,North,direct,1,
25277,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,456500,4.25,0.5512,8167.53,360,not_neg,not_int,not_lpsm,568000,sb,pr,home,1U,6300,CRIF,505,CIB,55-64,to_inst,80.36971831,North,direct,0,44
25278,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,456500,3.25,0.1061,4347.8,240,not_neg,not_int,not_lpsm,858000,sb,pr,home,1U,12420,CRIF,773,EXP,35-44,not_inst,53.20512821,south,direct,0,26
25279,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,96500,,,,360,not_neg,not_int,not_lpsm,108000,sb,pr,home,1U,1680,CRIF,716,CIB,55-64,to_inst,89.35185185,south,direct,1,41
25280,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,126500,4.25,0.7491,1660,180,neg_amm,not_int,not_lpsm,218000,sb,pr,home,1U,5280,CRIF,798,CIB,35-44,to_inst,58.02752294,south,direct,0,36
25281,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,246500,3,-0.3326,295,360,not_neg,not_int,not_lpsm,778000,sb,pr,home,1U,5940,CIB,807,CIB,55-64,to_inst,31.68380463,North,direct,0,27
25282,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,496500,4.25,0.0349,1911.16,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1U,30180,EXP,530,CIB,45-54,not_inst,79.06050955,south,direct,0,16
25283,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,156500,,,,360,neg_amm,not_int,not_lpsm,418000,sb,ir,home,1U,10200,EXP,729,EXP,45-54,to_inst,37.44019139,south,direct,1,37
25284,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,156500,,,,156,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,7440,CIB,815,EXP,65-74,to_inst,93.1547619,south,direct,1,49
25285,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,326500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8640,EQUI,703,EXP,35-44,to_inst,,south,direct,1,
25286,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,86500,,,,228,not_neg,not_int,not_lpsm,138000,sb,pr,home,1U,1980,EXP,668,EXP,>74,to_inst,62.68115942,south,direct,1,40
25287,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,376500,3.99,0.5365,7347.81,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,6180,CRIF,611,EXP,45-54,to_inst,94.59798995,North,direct,0,41
25288,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,206500,,,,360,neg_amm,not_int,not_lpsm,408000,sb,pr,home,1U,3420,CRIF,814,CIB,55-64,to_inst,50.6127451,south,direct,1,39
25289,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,116500,4.625,1.1792,2915,360,not_neg,not_int,not_lpsm,148000,sb,pr,home,1U,2520,CIB,843,CIB,25-34,to_inst,78.71621622,south,direct,0,43
25290,2019,ncf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,156500,,,,360,not_neg,not_int,not_lpsm,168000,sb,sr,home,1U,7200,EXP,845,CIB,65-74,to_inst,93.1547619,south,direct,1,23
25291,2019,cf,Male,pre,type2,p3,l1,nopc,b/c,266500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,11160,EQUI,635,EXP,35-44,to_inst,,North,direct,1,
25292,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,136500,,,,180,not_neg,not_int,lpsm,168000,sb,pr,home,1U,3780,CIB,824,CIB,35-44,to_inst,81.25,central,direct,1,42
25293,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,276500,4.75,0.4465,4062.58,312,neg_amm,not_int,not_lpsm,358000,sb,pr,home,1U,4260,CIB,519,CIB,25-34,to_inst,77.23463687,North,direct,0,30
25294,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,86500,3.5,0.4818,2843.93,360,not_neg,not_int,lpsm,108000,sb,pr,home,1U,3480,EXP,559,CIB,35-44,to_inst,80.09259259,North,direct,0,39
25295,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,46500,4.875,0.7117,1700,360,neg_amm,not_int,not_lpsm,98000,sb,pr,home,1U,1320,EXP,633,CIB,65-74,to_inst,47.44897959,central,direct,0,43
25296,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,356500,3.625,0.2207,295,120,not_neg,not_int,not_lpsm,958000,sb,pr,home,1U,14640,CRIF,621,EXP,55-64,to_inst,37.21294363,North,direct,0,30
25297,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,456500,3.625,0.5039,4625,240,not_neg,not_int,not_lpsm,778000,sb,pr,home,1U,6120,CRIF,837,CIB,45-54,to_inst,58.67609254,south,direct,0,43
25298,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,176500,4.25,0.1484,5724.7,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1U,5760,CIB,779,EXP,35-44,to_inst,59.22818792,North,direct,0,21
25299,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,516500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,847,EXP,65-74,to_inst,,south,direct,1,
25300,2019,ncf,Male,nopre,type1,p3,l1,nopc,nob/c,876500,,,,360,not_neg,int_only,not_lpsm,1268000,sb,pr,home,1U,19800,EXP,885,CIB,45-54,to_inst,69.12460568,North,direct,1,45
25301,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,586500,3.125,-0.4937,4557.15,360,not_neg,not_int,not_lpsm,618000,sb,pr,home,1U,7020,CRIF,584,CIB,25-34,not_inst,94.90291262,south,direct,0,51
25302,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,206500,,,,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1U,2280,EXP,630,CIB,35-44,to_inst,69.29530201,central,direct,1,54
25303,2019,cf,Sex Not Available,pre,type3,p4,l1,nopc,nob/c,426500,2.99,-0.5844,,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1U,,CIB,589,CIB,65-74,to_inst,87.39754098,south,direct,0,
25304,2019,,Female,nopre,type2,p3,l1,nopc,b/c,126500,4.25,1.1501,2378.01,360,not_neg,not_int,not_lpsm,148000,sb,pr,home,1U,2940,CRIF,714,CIB,45-54,to_inst,85.47297297,North,direct,0,42
25305,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,306500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,5040,EQUI,723,EXP,25-34,to_inst,,North,direct,1,
25306,2019,,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,246500,4.99,1.0852,4550,360,not_neg,not_int,not_lpsm,348000,sb,pr,home,1U,5040,CIB,654,EXP,45-54,to_inst,70.83333333,south,direct,0,27
25307,2019,,Male,nopre,type1,p2,l1,nopc,nob/c,256500,4.25,0.7649,,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,3720,EXP,724,CIB,55-64,to_inst,71.64804469,North,direct,0,48
25308,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,126500,3.75,0.0695,252.03,360,not_neg,not_int,not_lpsm,268000,sb,pr,home,1U,,EXP,540,EXP,>74,to_inst,47.20149254,North,direct,0,
25309,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,386500,4.625,0.7528,0,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1U,6960,EXP,856,CIB,35-44,to_inst,77.61044177,North,direct,0,51
25310,2019,cf,Sex Not Available,nopre,type2,p3,l2,nopc,b/c,156500,4.75,1.2757,0,360,not_neg,not_int,not_lpsm,178000,sb,pr,home,1U,2580,CIB,527,CIB,25-34,to_inst,87.92134831,south,direct,0,61
25311,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,486500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,12660,EQUI,605,EXP,45-54,not_inst,,south,direct,1,
25312,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,406500,3.5,-0.1484,215,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,4620,CRIF,738,CIB,25-34,not_inst,72.84946237,North,direct,0,38
25313,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,656500,3.49,0.1197,11470.17,360,not_neg,not_int,not_lpsm,708000,sb,pr,home,1U,11220,CRIF,811,EXP,55-64,not_inst,92.7259887,south,direct,0,31
25314,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,506500,3.75,0.2438,6252.81,360,not_neg,not_int,not_lpsm,588000,sb,pr,home,1U,7380,CRIF,546,CIB,25-34,not_inst,86.13945578,North,direct,0,35
25315,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,196500,4.5,0.6424,3705.5,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,4200,CRIF,569,CIB,45-54,to_inst,76.1627907,south,direct,0,27
25316,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,566500,3.875,0.1438,1728.49,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1U,6360,EXP,806,EXP,35-44,not_inst,93.17434211,North,direct,0,46
25317,2019,,Joint,nopre,type1,p4,l1,nopc,nob/c,106500,5.125,1.153,1235,360,not_neg,not_int,not_lpsm,448000,sb,ir,home,1U,7380,CRIF,537,EXP,65-74,not_inst,23.77232143,North,direct,0,24
25318,2019,ncf,Joint,nopre,type3,p4,l1,nopc,nob/c,516500,,,,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1U,,CIB,759,EXP,55-64,not_inst,103.7148594,North,direct,1,
25319,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,66500,3.99,0.7174,2080,240,not_neg,not_int,not_lpsm,68000,sb,pr,home,1U,3960,EXP,734,CIB,65-74,to_inst,97.79411765,south,direct,0,33
25320,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,216500,3.625,0.8591,4850.45,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1U,5880,CIB,517,CIB,45-54,to_inst,72.65100671,North,direct,0,30
25321,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,476500,3.625,-0.253,0,360,not_neg,not_int,not_lpsm,618000,sb,pr,home,1U,9720,CRIF,547,CIB,45-54,not_inst,77.10355987,south,direct,0,31
25322,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,96500,4.625,1.3477,,360,not_neg,not_int,not_lpsm,118000,sb,pr,home,1U,2220,CRIF,594,CIB,>74,to_inst,81.77966102,south,direct,0,49
25323,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,246500,3.99,0.5641,4325.85,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,3720,EXP,853,EXP,55-64,to_inst,77.51572327,central,direct,0,44
25324,2019,cf,Male,nopre,type2,p3,l2,nopc,b/c,86500,4.375,0.9291,1958.35,360,not_neg,not_int,not_lpsm,118000,sb,pr,home,1U,2820,EXP,538,CIB,65-74,to_inst,73.30508475,North,direct,0,17
25325,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,176500,3.875,0.3808,3029.75,312,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,3240,EXP,836,CIB,35-44,to_inst,77.4122807,south,direct,0,40
25326,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,436500,4.125,-0.0896,,360,neg_amm,not_int,not_lpsm,578000,sb,pr,home,1U,6660,CRIF,658,EXP,55-64,to_inst,75.51903114,North,direct,0,60
