,ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
401,25291,2019,cf,Male,pre,type2,p3,l1,nopc,b/c,266500,,,,180.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,11160.0,EQUI,635,EXP,35-44,to_inst,,North,direct,1,
402,25292,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,136500,,,,180.0,not_neg,not_int,lpsm,168000.0,sb,pr,home,1U,3780.0,CIB,824,CIB,35-44,to_inst,81.25,central,direct,1,42.0
403,25293,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,276500,4.75,0.4465,4062.58,312.0,neg_amm,not_int,not_lpsm,358000.0,sb,pr,home,1U,4260.0,CIB,519,CIB,25-34,to_inst,77.23463687,North,direct,0,30.0
404,25294,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,86500,3.5,0.4818,2843.93,360.0,not_neg,not_int,lpsm,108000.0,sb,pr,home,1U,3480.0,EXP,559,CIB,35-44,to_inst,80.09259259,North,direct,0,39.0
405,25295,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,46500,4.875,0.7117,1700.0,360.0,neg_amm,not_int,not_lpsm,98000.0,sb,pr,home,1U,1320.0,EXP,633,CIB,65-74,to_inst,47.44897959,central,direct,0,43.0
406,25296,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,356500,3.625,0.2207,295.0,120.0,not_neg,not_int,not_lpsm,958000.0,sb,pr,home,1U,14640.0,CRIF,621,EXP,55-64,to_inst,37.21294363,North,direct,0,30.0
407,25297,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,456500,3.625,0.5039,4625.0,240.0,not_neg,not_int,not_lpsm,778000.0,sb,pr,home,1U,6120.0,CRIF,837,CIB,45-54,to_inst,58.67609254,south,direct,0,43.0
408,25298,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,176500,4.25,0.1484,5724.7,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,5760.0,CIB,779,EXP,35-44,to_inst,59.22818792,North,direct,0,21.0
409,25299,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,516500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0.0,EQUI,847,EXP,65-74,to_inst,,south,direct,1,
410,25300,2019,ncf,Male,nopre,type1,p3,l1,nopc,nob/c,876500,,,,360.0,not_neg,int_only,not_lpsm,1268000.0,sb,pr,home,1U,19800.0,EXP,885,CIB,45-54,to_inst,69.12460568,North,direct,1,45.0
411,25301,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,586500,3.125,-0.4937,4557.15,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,7020.0,CRIF,584,CIB,25-34,not_inst,94.90291262,south,direct,0,51.0
412,25302,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,206500,,,,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,2280.0,EXP,630,CIB,35-44,to_inst,69.29530201,central,direct,1,54.0
413,25303,2019,cf,Sex Not Available,pre,type3,p4,l1,nopc,nob/c,426500,2.99,-0.5844,,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,,CIB,589,CIB,65-74,to_inst,87.39754098,south,direct,0,
414,25304,2019,,Female,nopre,type2,p3,l1,nopc,b/c,126500,4.25,1.1501,2378.01,360.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,2940.0,CRIF,714,CIB,45-54,to_inst,85.47297297,North,direct,0,42.0
415,25305,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,306500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,5040.0,EQUI,723,EXP,25-34,to_inst,,North,direct,1,
416,25306,2019,,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,246500,4.99,1.0852,4550.0,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,5040.0,CIB,654,EXP,45-54,to_inst,70.83333333,south,direct,0,27.0
417,25307,2019,,Male,nopre,type1,p2,l1,nopc,nob/c,256500,4.25,0.7649,,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,3720.0,EXP,724,CIB,55-64,to_inst,71.64804469,North,direct,0,48.0
418,25308,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,126500,3.75,0.0695,252.03,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,,EXP,540,EXP,>74,to_inst,47.20149254,North,direct,0,
419,25309,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,386500,4.625,0.7528,0.0,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,6960.0,EXP,856,CIB,35-44,to_inst,77.61044177,North,direct,0,51.0
420,25310,2019,cf,Sex Not Available,nopre,type2,p3,l2,nopc,b/c,156500,4.75,1.2757,0.0,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,2580.0,CIB,527,CIB,25-34,to_inst,87.92134831,south,direct,0,61.0
421,25311,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,486500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,12660.0,EQUI,605,EXP,45-54,not_inst,,south,direct,1,
422,25312,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,406500,3.5,-0.1484,215.0,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,4620.0,CRIF,738,CIB,25-34,not_inst,72.84946237,North,direct,0,38.0
423,25313,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,656500,3.49,0.1197,11470.17,360.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,11220.0,CRIF,811,EXP,55-64,not_inst,92.7259887,south,direct,0,31.0
424,25314,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,506500,3.75,0.2438,6252.81,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,7380.0,CRIF,546,CIB,25-34,not_inst,86.13945578,North,direct,0,35.0
425,25315,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,196500,4.5,0.6424,3705.5,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,4200.0,CRIF,569,CIB,45-54,to_inst,76.1627907,south,direct,0,27.0
426,25316,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,566500,3.875,0.1438,1728.49,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,6360.0,EXP,806,EXP,35-44,not_inst,93.17434211,North,direct,0,46.0
427,25317,2019,,Joint,nopre,type1,p4,l1,nopc,nob/c,106500,5.125,1.153,1235.0,360.0,not_neg,not_int,not_lpsm,448000.0,sb,ir,home,1U,7380.0,CRIF,537,EXP,65-74,not_inst,23.77232143,North,direct,0,24.0
428,25318,2019,ncf,Joint,nopre,type3,p4,l1,nopc,nob/c,516500,,,,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,,CIB,759,EXP,55-64,not_inst,103.7148594,North,direct,1,
429,25319,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,66500,3.99,0.7174,2080.0,240.0,not_neg,not_int,not_lpsm,68000.0,sb,pr,home,1U,3960.0,EXP,734,CIB,65-74,to_inst,97.79411765,south,direct,0,33.0
430,25320,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,216500,3.625,0.8591,4850.45,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,5880.0,CIB,517,CIB,45-54,to_inst,72.65100671,North,direct,0,30.0
431,25321,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,476500,3.625,-0.253,0.0,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,9720.0,CRIF,547,CIB,45-54,not_inst,77.10355987,south,direct,0,31.0
432,25322,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,96500,4.625,1.3477,,360.0,not_neg,not_int,not_lpsm,118000.0,sb,pr,home,1U,2220.0,CRIF,594,CIB,>74,to_inst,81.77966102,south,direct,0,49.0
433,25323,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,246500,3.99,0.5641,4325.85,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,3720.0,EXP,853,EXP,55-64,to_inst,77.51572327,central,direct,0,44.0
434,25324,2019,cf,Male,nopre,type2,p3,l2,nopc,b/c,86500,4.375,0.9291,1958.35,360.0,not_neg,not_int,not_lpsm,118000.0,sb,pr,home,1U,2820.0,EXP,538,CIB,65-74,to_inst,73.30508475,North,direct,0,17.0
435,25325,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,176500,3.875,0.3808,3029.75,312.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,3240.0,EXP,836,CIB,35-44,to_inst,77.4122807,south,direct,0,40.0
436,25326,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,436500,4.125,-0.0896,,360.0,neg_amm,not_int,not_lpsm,578000.0,sb,pr,home,1U,6660.0,CRIF,658,EXP,55-64,to_inst,75.51903114,North,direct,0,60.0
437,25327,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,336500,3.625,0.1085,5168.85,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,3780.0,EXP,670,CIB,55-64,not_inst,60.3046595,south,direct,0,44.0
438,25328,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,216500,,,,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,4740.0,CIB,800,CIB,35-44,to_inst,72.65100671,North,direct,1,37.0
439,25329,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,366500,3.625,1.0684,1061.59,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,6540.0,EXP,884,CIB,25-34,not_inst,96.95767196,North,direct,0,38.0
440,25330,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,226500,3.99,0.202,0.0,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,,CIB,583,EXP,45-54,to_inst,95.16806723,south,direct,0,
441,25331,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,126500,3.375,0.4068,1401.13,180.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,2760.0,CRIF,633,CIB,45-54,to_inst,85.47297297,North,direct,0,41.0
442,25332,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,216500,3.875,0.8173,0.0,240.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,5760.0,CRIF,666,EXP,35-44,not_inst,41.7953668,North,direct,0,30.0
443,25333,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,406500,,,,240.0,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,3780.0,CIB,742,CIB,45-54,not_inst,59.95575221,North,direct,1,52.0
444,25334,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,206500,4.18,0.2555,4790.0,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,3660.0,EXP,640,CIB,65-74,to_inst,74.28057554,south,direct,0,45.0
445,25335,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,166500,3.99,0.8083,5279.54,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,5460.0,CIB,512,EXP,>74,to_inst,84.09090909,North,direct,0,41.0
446,25336,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,146500,3.99,1.3473,4285.11,180.0,neg_amm,not_int,not_lpsm,458000.0,sb,pr,home,1U,7020.0,EXP,508,EXP,55-64,to_inst,31.98689956,central,direct,0,27.0
447,25337,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,506500,4.75,0.756,1845.0,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,7500.0,CIB,699,CIB,35-44,not_inst,94.14498141,North,direct,0,45.0
448,25338,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,116500,3.99,0.7609,2955.0,360.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,1920.0,CRIF,581,CIB,25-34,to_inst,91.015625,south,direct,0,47.0
449,25339,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,366500,3.5,0.0318,,360.0,not_neg,not_int,not_lpsm,928000.0,sb,pr,home,1U,9360.0,EXP,723,CIB,45-54,to_inst,39.49353448,south,direct,0,20.0
450,25340,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,266500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3540.0,EQUI,692,EXP,65-74,to_inst,,North,direct,1,
451,25341,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,226500,,,,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,2220.0,CIB,522,EXP,65-74,not_inst,99.34210526,central,direct,1,50.0
452,25342,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,266500,4.125,0.0743,370.63,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,6240.0,EXP,830,EXP,35-44,not_inst,74.44134078,south,direct,0,27.0
453,25343,2019,cf,Sex Not Available,nopre,type1,p2,l1,nopc,nob/c,86500,,,,180.0,not_neg,int_only,not_lpsm,138000.0,sb,pr,home,1U,4860.0,CIB,877,CIB,55-64,to_inst,62.68115942,south,direct,1,20.0
454,25344,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,116500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,1860.0,EQUI,614,EXP,35-44,to_inst,,south,direct,1,
455,25345,2019,ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,196500,3.625,0.6092,7095.46,180.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,8340.0,EXP,706,EXP,55-64,to_inst,54.88826816,North,direct,0,22.0
456,25346,2019,cf,Sex Not Available,pre,type3,p3,l1,nopc,nob/c,186500,3.99,1.1688,5850.0,240.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,3600.0,CRIF,546,CIB,45-54,to_inst,72.28682171,south,direct,0,30.0
457,25347,2019,cf,Joint,pre,type2,p1,l1,nopc,b/c,346500,4.375,1.7709,3825.11,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,5460.0,CIB,858,EXP,25-34,to_inst,96.7877095,North,direct,0,53.0
458,25348,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,506500,3.25,-0.2387,0.0,360.0,not_neg,not_int,not_lpsm,878000.0,sb,pr,home,1U,9720.0,CIB,727,CIB,45-54,to_inst,57.68792711,south,direct,0,31.0
459,25349,2019,cf,Sex Not Available,nopre,type3,p1,l2,nopc,nob/c,126500,,,,300.0,neg_amm,not_int,not_lpsm,128000.0,sb,pr,home,1U,1740.0,CRIF,626,CIB,>74,to_inst,98.828125,south,direct,1,45.0
460,25350,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,506500,3.75,-0.428,0.0,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,,CIB,620,EXP,65-74,not_inst,81.9579288,central,direct,0,
461,25351,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,306500,3.875,0.3451,6090.0,360.0,not_neg,not_int,not_lpsm,438000.0,sb,ir,home,1U,1800.0,CRIF,580,CIB,>74,not_inst,69.97716895,central,direct,0,47.0
462,25352,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,506500,3.875,0.3239,0.0,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,4980.0,CRIF,698,EXP,45-54,not_inst,94.14498141,North,direct,0,47.0
463,25353,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,356500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0.0,EQUI,609,EXP,25-34,to_inst,,south,direct,1,
464,25354,2019,cf,Female,nopre,type1,p2,l1,nopc,nob/c,106500,,,,180.0,neg_amm,not_int,not_lpsm,188000.0,sb,pr,home,1U,3000.0,CRIF,623,CIB,45-54,to_inst,56.64893617,North,direct,1,30.0
465,25355,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,496500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,12360.0,EQUI,544,EXP,45-54,not_inst,,North,direct,1,
466,25356,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,486500,4.99,1.3328,1250.0,360.0,not_neg,not_int,not_lpsm,948000.0,sb,ir,home,1U,7920.0,CIB,645,EXP,45-54,to_inst,51.3185654,south,direct,0,46.0
467,25357,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,136500,3.75,0.2584,4214.38,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,4500.0,CRIF,620,CIB,45-54,to_inst,50.93283582,North-East,direct,0,25.0
468,25358,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,186500,3.125,-0.5986,4052.79,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,2820.0,EXP,657,EXP,65-74,to_inst,78.36134454,North,direct,0,41.0
469,25359,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,546500,3.75,0.0258,1778.62,360.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,9120.0,CIB,652,CIB,35-44,not_inst,63.69463869,North,direct,0,36.0
470,25360,2019,cf,Sex Not Available,pre,type2,p3,l1,nopc,b/c,176500,3.875,0.9708,2838.9,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,3420.0,CIB,860,EXP,65-74,to_inst,89.14141414,south,direct,0,32.0
471,25361,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,456500,3.875,1.3271,9783.36,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,6480.0,CIB,712,EXP,65-74,not_inst,97.54273504,south,direct,0,54.0
472,25362,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,416500,3.25,-0.3409,3240.0,360.0,not_neg,not_int,not_lpsm,698000.0,sb,pr,home,1U,7500.0,CIB,787,CIB,35-44,not_inst,59.67048711,North,direct,0,34.0
473,25363,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,356500,4.375,0.1946,5637.5,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,5400.0,EXP,866,EXP,65-74,to_inst,67.51893939,south,direct,0,45.0
474,25364,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,526500,,,,300.0,not_neg,int_only,not_lpsm,658000.0,sb,pr,home,1U,10500.0,CRIF,513,EXP,45-54,to_inst,80.01519757,North-East,direct,1,57.0
475,25365,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,256500,2.99,0.1423,5760.0,180.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,4440.0,EXP,737,EXP,45-54,to_inst,50.49212598,south,direct,0,43.0
476,25366,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,566500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5340.0,EQUI,694,EXP,25-34,to_inst,,south,direct,1,
477,25367,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,196500,3.99,0.5491,6370.0,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,2580.0,EXP,501,CIB,>74,to_inst,48.16176471,south,direct,0,42.0
478,25368,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,336500,3.75,-0.0394,0.0,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,4560.0,CIB,876,EXP,>74,to_inst,80.50239234,south,direct,0,59.0
479,25369,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,406500,4.5,1.0226,6699.95,336.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1U,6000.0,CIB,771,CIB,65-74,to_inst,70.32871972,south,direct,0,39.0
480,25370,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,446500,2.75,-0.8685,4929.95,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,,EXP,898,CIB,35-44,to_inst,78.60915493,North,direct,0,
481,25371,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,316500,4.375,0.2154,1926.0,360.0,neg_amm,not_int,not_lpsm,328000.0,sb,pr,home,1U,7260.0,CRIF,815,EXP,25-34,to_inst,96.49390244,south,direct,0,32.0
482,25372,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,286500,3.99,0.494,1250.0,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,5400.0,EXP,736,CIB,35-44,to_inst,90.09433962,south,direct,0,46.0
483,25373,2019,cf,Joint,nopre,type3,p1,l1,nopc,nob/c,206500,3.75,0.1521,0.0,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,6000.0,CIB,885,EXP,45-54,not_inst,99.27884615,North,direct,0,42.0
484,25374,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,146500,4.56,0.3202,3155.0,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,3420.0,EXP,760,CIB,55-64,to_inst,46.06918239,south,direct,0,35.0
485,25375,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,446500,4.375,-0.0978,267.35,360.0,neg_amm,not_int,not_lpsm,588000.0,sb,pr,home,1U,6360.0,CIB,514,CIB,35-44,not_inst,75.93537415,south,direct,0,43.0
486,25376,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,226500,5.375,0.9403,3931.25,360.0,neg_amm,not_int,not_lpsm,318000.0,sb,pr,home,1U,2820.0,CIB,678,CIB,55-64,to_inst,71.22641509,south,direct,0,48.0
487,25377,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,406500,,,,240.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,7800.0,CIB,843,EXP,35-44,to_inst,85.041841,south,direct,1,35.0
488,25378,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,446500,,,,360.0,not_neg,int_only,not_lpsm,,sb,pr,home,1U,4320.0,EQUI,597,EXP,45-54,to_inst,,North,direct,1,
489,25379,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,306500,3.75,-0.0582,,360.0,neg_amm,not_int,not_lpsm,518000.0,sb,pr,home,1U,4260.0,CIB,698,CIB,45-54,to_inst,59.16988417,south,direct,0,40.0
490,25380,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,256500,3.75,0.7997,4159.03,240.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,6780.0,CIB,536,CIB,45-54,to_inst,64.44723618,North,direct,0,32.0
491,25381,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,206500,4.75,1.2235,3608.63,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,3720.0,CIB,875,EXP,45-54,to_inst,69.29530201,North,direct,0,38.0
492,25382,2019,ncf,Male,nopre,type1,p3,l1,nopc,nob/c,576500,,,,360.0,neg_amm,not_int,not_lpsm,978000.0,sb,pr,home,2U,4680.0,CIB,537,CIB,45-54,not_inst,58.94683027,North,direct,1,55.0
493,25383,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,256500,,,,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,3120.0,CRIF,523,CIB,45-54,not_inst,73.70689655,North,direct,1,46.0
494,25384,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,556500,3.125,-0.1108,0.0,180.0,not_neg,not_int,not_lpsm,798000.0,sb,pr,home,1U,10740.0,CIB,822,EXP,55-64,not_inst,69.73684211,south,direct,0,31.0
495,25385,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,236500,2.99,-0.698,4595.02,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,,EXP,703,CIB,25-34,to_inst,79.36241611,south,direct,0,
496,25386,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,486500,3.5,0.1937,13964.19,324.0,not_neg,not_int,not_lpsm,928000.0,sb,pr,home,1U,10980.0,CIB,638,CIB,45-54,to_inst,52.42456897,south,direct,0,30.0
497,25387,2019,cf,Female,pre,type3,p3,l1,nopc,nob/c,416500,4.125,0.3345,1990.0,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,6480.0,CIB,619,CIB,55-64,to_inst,85.34836066,central,direct,0,30.0
498,25388,2019,cf,Male,pre,type3,p4,l1,nopc,nob/c,276500,3.0,-0.7057,1722.89,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,,CRIF,671,CIB,65-74,not_inst,89.77272727,central,direct,0,
499,25389,2019,ncf,Joint,nopre,type2,p4,l1,nopc,b/c,126500,3.5,1.224,4478.4,180.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,8580.0,CIB,580,EXP,55-64,to_inst,85.47297297,central,direct,0,29.0
500,25390,2019,cf,Female,nopre,type2,p1,l1,nopc,b/c,326500,4.125,0.9786,0.0,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,4260.0,CIB,512,CIB,25-34,to_inst,96.59763314,North,direct,0,47.0
501,25391,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,486500,3.69,0.0077,941.4,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,8340.0,EXP,828,EXP,35-44,not_inst,73.93617021,North,direct,0,29.0
502,25392,2019,cf,Joint,nopre,type1,p2,l1,nopc,nob/c,176500,,,,360.0,not_neg,not_int,not_lpsm,,sb,sr,home,1U,9420.0,EQUI,588,EXP,65-74,to_inst,,North,direct,1,
503,25393,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,406500,3.69,-0.028,0.0,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,15240.0,CIB,822,EXP,35-44,not_inst,74.17883212,North,direct,0,13.0
504,25394,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,726500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,14160.0,EQUI,730,EXP,>74,to_inst,,south,direct,1,
505,25395,2019,cf,Sex Not Available,pre,type2,p4,l1,nopc,b/c,266500,,,,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,,EXP,858,CIB,45-54,to_inst,92.53472222,south,direct,1,
506,25396,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,216500,4.99,1.2567,4054.09,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,5160.0,EXP,815,CIB,55-64,to_inst,83.91472868,North,direct,0,32.0
507,25397,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,366500,,,,300.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,,EXP,597,EXP,>74,to_inst,61.28762542,North,direct,1,
508,25398,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,566500,3.5,-0.1042,2131.24,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,6000.0,CIB,731,CIB,35-44,not_inst,90.20700637,south,direct,0,49.0
509,25399,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,386500,3.625,-0.1642,0.0,360.0,neg_amm,not_int,not_lpsm,488000.0,sb,pr,home,1U,6900.0,CIB,646,EXP,35-44,not_inst,79.20081967,south,direct,0,30.0
