,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,LTV,Status,dtir1,loan_to_income,loan_to_collateral,interest_burden,total_cost_proxy,risk_score
400,ncf,Sex Not Available,nopre,type1,p1,l1,nob/c,156500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,168000.0,sb,sr,home,1U,7200.0,EXP,845,93.1547619,1,23.0,21.733,0.932,624435.0,627126.13,-77.8
401,cf,Male,pre,type2,p3,l1,b/c,266500,3.99,0.95605,2691.13,180.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,11160.0,EQUI,635,75.29761905,1,40.0,23.878,0.638,1063335.0,1066026.13,55.0
402,cf,Male,nopre,type2,p3,l1,b/c,136500,3.99,0.95605,2691.13,180.0,not_neg,not_int,lpsm,168000.0,sb,pr,home,1U,3780.0,CIB,824,81.25,1,42.0,36.102,0.812,544635.0,547326.13,-57.599999999999994
403,cf,Male,nopre,type1,p3,l1,nob/c,276500,4.75,0.4465,4062.58,312.0,neg_amm,not_int,not_lpsm,358000.0,sb,pr,home,1U,4260.0,CIB,519,77.23463687,0,30.0,64.891,0.772,1313375.0,1317437.58,120.6
404,cf,Female,nopre,type2,p4,l1,b/c,86500,3.5,0.4818,2843.93,360.0,not_neg,not_int,lpsm,108000.0,sb,pr,home,1U,3480.0,EXP,559,80.09259259,0,39.0,24.849,0.801,302750.0,305593.93,100.19999999999999
405,cf,Female,nopre,type1,p1,l1,nob/c,46500,4.875,0.7117,1700.0,360.0,neg_amm,not_int,not_lpsm,98000.0,sb,pr,home,1U,1320.0,EXP,633,47.44897959,0,43.0,35.201,0.474,226687.5,228387.5,57.39999999999999
406,cf,Joint,nopre,type1,p3,l1,nob/c,356500,3.625,0.2207,295.0,120.0,not_neg,not_int,not_lpsm,958000.0,sb,pr,home,1U,14640.0,CRIF,621,37.21294363,0,30.0,24.349,0.372,1292312.5,1292607.5,59.4
407,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,456500,3.625,0.5039,4625.0,240.0,not_neg,not_int,not_lpsm,778000.0,sb,pr,home,1U,6120.0,CRIF,837,58.67609254,0,43.0,74.579,0.587,1654812.5,1659437.5,-65.0
408,cf,Joint,nopre,type1,p3,l1,nob/c,176500,4.25,0.1484,5724.7,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,5760.0,CIB,779,59.22818792,0,21.0,30.637,0.592,750125.0,755849.7,-39.0
409,cf,Sex Not Available,nopre,type2,p4,l1,b/c,516500,3.99,0.95605,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,0.0,EQUI,847,75.29761905,1,40.0,516500.0,1.236,2060835.0,2063526.13,-72.2
410,ncf,Male,nopre,type1,p3,l1,nob/c,876500,3.99,0.327,2691.13,360.0,not_neg,int_only,not_lpsm,1268000.0,sb,pr,home,1U,19800.0,EXP,885,69.12460568,1,45.0,44.265,0.691,3497235.0,3499926.13,-93.0
411,cf,Male,nopre,type3,p1,l1,nob/c,586500,3.125,-0.4937,4557.15,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,7020.0,CRIF,584,94.90291262,0,51.0,83.535,0.949,1832812.5,1837369.65,90.0
412,cf,Male,pre,type1,p3,l1,nob/c,206500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,2280.0,EXP,630,69.29530201,1,54.0,90.53,0.693,823935.0,826626.13,63.6
413,cf,Sex Not Available,pre,type3,p4,l1,nob/c,426500,2.99,-0.5844,2691.13,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,5640.0,CIB,589,87.39754098,0,40.0,75.607,0.874,1275235.0,1277926.13,82.6
414,cf,Female,nopre,type2,p3,l1,b/c,126500,4.25,1.1501,2378.01,360.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,2940.0,CRIF,714,85.47297297,0,42.0,43.013,0.855,537625.0,540003.01,8.4
415,cf,Male,nopre,type1,p1,l1,nob/c,306500,3.99,0.327,2691.13,360.0,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1U,5040.0,EQUI,723,75.29761905,1,40.0,60.801,0.733,1222935.0,1225626.13,2.200000000000001
416,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,246500,4.99,1.0852,4550.0,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,5040.0,CIB,654,70.83333333,0,27.0,48.899,0.708,1230035.0,1234585.0,38.4
417,cf,Male,nopre,type1,p2,l1,nob/c,256500,4.25,0.7649,2691.13,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,3720.0,EXP,724,71.64804469,0,48.0,68.933,0.716,1090125.0,1092816.13,4.800000000000004
418,cf,Joint,nopre,type3,p4,l1,nob/c,126500,3.75,0.0695,252.03,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,5640.0,EXP,540,47.20149254,0,40.0,22.425,0.472,474375.0,474627.03,112.0
419,cf,Male,nopre,type2,p3,l1,b/c,386500,4.625,0.7528,0.0,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,6960.0,EXP,856,77.61044177,0,51.0,55.524,0.776,1787562.5,1787562.5,-73.19999999999999
420,cf,Sex Not Available,nopre,type2,p3,l2,b/c,156500,4.75,1.2757,0.0,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,2580.0,CIB,527,87.92134831,0,61.0,60.635,0.879,743375.0,743375.0,128.2
421,cf,Male,pre,type1,p4,l1,nob/c,486500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,12660.0,EQUI,605,75.29761905,1,40.0,38.425,1.164,1941135.0,1943826.13,73.0
422,cf,Female,nopre,type1,p1,l1,nob/c,406500,3.5,-0.1484,215.0,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,4620.0,CRIF,738,72.84946237,0,38.0,87.968,0.728,1422750.0,1422965.0,-7.6
423,cf,Joint,nopre,type3,p3,l1,nob/c,656500,3.49,0.1197,11470.17,360.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,11220.0,CRIF,811,92.7259887,0,31.0,58.506,0.927,2291185.0,2302655.17,-54.199999999999996
424,cf,Male,nopre,type1,p1,l1,nob/c,506500,3.75,0.2438,6252.81,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,7380.0,CRIF,546,86.13945578,0,35.0,68.622,0.861,1899375.0,1905627.81,106.39999999999999
425,cf,Male,nopre,type1,p3,l1,nob/c,196500,4.5,0.6424,3705.5,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,4200.0,CRIF,569,76.1627907,0,27.0,46.775,0.762,884250.0,887955.5,89.39999999999999
426,cf,Joint,nopre,type1,p1,l1,nob/c,566500,3.875,0.1438,1728.49,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,6360.0,EXP,806,93.17434211,0,46.0,89.058,0.932,2195187.5,2196915.99,-45.19999999999999
427,cf,Joint,nopre,type1,p4,l1,nob/c,106500,5.125,1.153,1235.0,360.0,not_neg,not_int,not_lpsm,448000.0,sb,ir,home,1U,7380.0,CRIF,537,23.77232143,0,24.0,14.429,0.238,545812.5,547047.5,107.4
428,ncf,Joint,nopre,type3,p4,l1,nob/c,516500,3.99,-0.1162,2691.13,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,5640.0,CIB,759,103.7148594,1,40.0,91.562,1.037,2060835.0,2063526.13,-19.4
429,cf,Male,nopre,type3,p1,l1,nob/c,66500,3.99,0.7174,2080.0,240.0,not_neg,not_int,not_lpsm,68000.0,sb,pr,home,1U,3960.0,EXP,734,97.79411765,0,33.0,16.789,0.978,265335.0,267415.0,-7.1999999999999975
430,cf,Female,nopre,type2,p3,l1,b/c,216500,3.625,0.8591,4850.45,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,5880.0,CIB,517,72.65100671,0,30.0,36.813,0.727,784812.5,789662.95,121.8
431,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,476500,3.625,-0.253,0.0,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,9720.0,CRIF,547,77.10355987,0,31.0,49.018,0.771,1727312.5,1727312.5,104.2
432,cf,Sex Not Available,pre,type1,p3,l1,nob/c,96500,4.625,1.3477,2691.13,360.0,not_neg,not_int,not_lpsm,118000.0,sb,pr,home,1U,2220.0,CRIF,594,81.77966102,0,49.0,43.449,0.818,446312.5,449003.63,83.19999999999999
433,cf,Joint,nopre,type1,p4,l1,nob/c,246500,3.99,0.5641,4325.85,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,3720.0,EXP,853,77.51572327,0,44.0,66.246,0.775,983535.0,987860.85,-74.19999999999999
434,cf,Male,nopre,type2,p3,l2,b/c,86500,4.375,0.9291,1958.35,360.0,not_neg,not_int,not_lpsm,118000.0,sb,pr,home,1U,2820.0,EXP,538,73.30508475,0,17.0,30.663,0.733,378437.5,380395.85,104.0
435,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,176500,3.875,0.3808,3029.75,312.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,3240.0,EXP,836,77.4122807,0,40.0,54.459,0.774,683937.5,686967.25,-65.6
436,cf,Male,nopre,type3,p3,l1,nob/c,436500,4.125,-0.0896,2691.13,360.0,neg_amm,not_int,not_lpsm,578000.0,sb,pr,home,1U,6660.0,CRIF,658,75.51903114,0,60.0,65.531,0.755,1800562.5,1803253.63,49.2
437,cf,Male,nopre,type1,p3,l1,nob/c,336500,3.625,0.1085,5168.85,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,3780.0,EXP,670,60.3046595,0,44.0,88.998,0.603,1219812.5,1224981.35,35.6
438,cf,Male,nopre,type2,p3,l1,b/c,216500,3.99,0.95605,2691.13,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,4740.0,CIB,800,72.65100671,1,37.0,45.665,0.727,863835.0,866526.13,-45.2
439,cf,Male,nopre,type2,p1,l1,b/c,366500,3.625,1.0684,1061.59,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,6540.0,EXP,884,96.95767196,0,38.0,56.031,0.97,1328562.5,1329624.09,-95.19999999999999
440,cf,Sex Not Available,nopre,type3,p4,l1,nob/c,226500,3.99,0.202,0.0,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,5640.0,CIB,583,95.16806723,0,40.0,40.152,0.952,903735.0,903735.0,86.2
441,cf,Female,nopre,type1,p4,l1,nob/c,126500,3.375,0.4068,1401.13,180.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,2760.0,CRIF,633,85.47297297,0,41.0,45.817,0.855,426937.5,428338.63,56.599999999999994
442,cf,Joint,nopre,type1,p3,l1,nob/c,216500,3.875,0.8173,0.0,240.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,5760.0,CRIF,666,41.7953668,0,30.0,37.58,0.418,838937.5,838937.5,32.4
443,cf,Female,pre,type1,p3,l1,nob/c,406500,3.99,0.327,2691.13,240.0,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,3780.0,CIB,742,59.95575221,1,52.0,107.511,0.6,1621935.0,1624626.13,-4.399999999999999
444,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,206500,4.18,0.2555,4790.0,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,3660.0,EXP,640,74.28057554,0,45.0,56.405,0.743,863169.9999999999,867959.9999999999,54.0
445,cf,Joint,nopre,type1,p4,l1,nob/c,166500,3.99,0.8083,5279.54,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,5460.0,CIB,512,84.09090909,0,41.0,30.489,0.841,664335.0,669614.54,129.2
446,cf,Joint,nopre,type1,p3,l1,nob/c,146500,3.99,1.3473,4285.11,180.0,neg_amm,not_int,not_lpsm,458000.0,sb,pr,home,1U,7020.0,EXP,508,31.98689956,0,27.0,20.866,0.32,584535.0,588820.11,125.99999999999999
447,cf,Female,nopre,type1,p1,l1,nob/c,506500,4.75,0.756,1845.0,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,7500.0,CIB,699,94.14498141,0,45.0,67.524,0.941,2405875.0,2407720.0,18.6
448,cf,Sex Not Available,nopre,type1,p1,l1,nob/c,116500,3.99,0.7609,2955.0,360.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,1920.0,CRIF,581,91.015625,0,47.0,60.645,0.91,464835.0,467790.0,90.19999999999999
449,cf,Female,nopre,type1,p3,l1,nob/c,366500,3.5,0.0318,2691.13,360.0,not_neg,not_int,not_lpsm,928000.0,sb,pr,home,1U,9360.0,EXP,723,39.49353448,0,20.0,39.152,0.395,1282750.0,1285441.13,-5.799999999999999
450,cf,Male,nopre,type3,p3,l1,nob/c,266500,3.99,-0.1162,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,3540.0,EQUI,692,75.29761905,1,40.0,75.261,0.638,1063335.0,1066026.13,20.8
451,cf,Joint,nopre,type2,p1,l1,b/c,226500,3.99,0.95605,2691.13,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,2220.0,CIB,522,99.34210526,1,50.0,101.981,0.993,903735.0,906426.13,126.8
452,cf,Female,nopre,type1,p3,l1,nob/c,266500,4.125,0.0743,370.63,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,6240.0,EXP,830,74.44134078,0,27.0,42.701,0.744,1099312.5,1099683.13,-67.2
453,cf,Sex Not Available,nopre,type1,p2,l1,nob/c,86500,3.99,0.327,2691.13,180.0,not_neg,int_only,not_lpsm,138000.0,sb,pr,home,1U,4860.0,CIB,877,62.68115942,1,20.0,17.795,0.627,345135.0,347826.13,-98.2
454,cf,Sex Not Available,nopre,type2,p3,l1,b/c,116500,3.99,0.95605,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,1860.0,EQUI,614,75.29761905,1,40.0,62.601,0.279,464835.0,467526.13,67.6
455,ncf,Joint,nopre,type1,p1,l1,nob/c,196500,3.625,0.6092,7095.46,180.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,8340.0,EXP,706,54.88826816,0,22.0,23.558,0.549,712312.5,719407.96,5.200000000000001
456,cf,Sex Not Available,pre,type3,p3,l1,nob/c,186500,3.99,1.1688,5850.0,240.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,3600.0,CRIF,546,72.28682171,0,30.0,51.791,0.723,744135.0,749985.0,104.39999999999999
457,cf,Joint,pre,type2,p1,l1,b/c,346500,4.375,1.7709,3825.11,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,5460.0,CIB,858,96.7877095,0,53.0,63.45,0.968,1515937.5,1519762.61,-73.6
458,cf,Male,nopre,type1,p3,l1,nob/c,506500,3.25,-0.2387,0.0,360.0,not_neg,not_int,not_lpsm,878000.0,sb,pr,home,1U,9720.0,CIB,727,57.68792711,0,31.0,52.104,0.577,1646125.0,1646125.0,-3.799999999999999
459,cf,Sex Not Available,nopre,type3,p1,l2,nob/c,126500,3.99,-0.1162,2691.13,300.0,neg_amm,not_int,not_lpsm,128000.0,sb,pr,home,1U,1740.0,CRIF,626,98.828125,1,45.0,72.659,0.988,504735.0,507426.13,62.4
460,cf,Joint,nopre,type3,p4,l1,nob/c,506500,3.75,-0.428,0.0,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,5640.0,CIB,620,81.9579288,0,40.0,89.789,0.82,1899375.0,1899375.0,64.0
461,cf,Male,nopre,type1,p4,l1,nob/c,306500,3.875,0.3451,6090.0,360.0,not_neg,not_int,not_lpsm,438000.0,sb,ir,home,1U,1800.0,CRIF,580,69.97716895,0,47.0,170.183,0.7,1187687.5,1193777.5,90.8
462,cf,Joint,nopre,type1,p1,l1,nob/c,506500,3.875,0.3239,0.0,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,4980.0,CRIF,698,94.14498141,0,47.0,101.686,0.941,1962687.5,1962687.5,20.0
463,cf,Sex Not Available,nopre,type3,p4,l1,nob/c,356500,3.99,-0.1162,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,0.0,EQUI,609,75.29761905,1,40.0,356500.0,0.853,1422435.0,1425126.13,70.6
464,cf,Female,nopre,type1,p2,l1,nob/c,106500,3.99,0.327,2691.13,180.0,neg_amm,not_int,not_lpsm,188000.0,sb,pr,home,1U,3000.0,CRIF,623,56.64893617,1,30.0,35.488,0.566,424935.0,427626.13,58.199999999999996
465,cf,Male,nopre,type1,p1,l1,nob/c,496500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,12360.0,EQUI,544,75.29761905,1,40.0,40.167,1.188,1981035.0,1983726.13,109.6
466,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,486500,4.99,1.3328,1250.0,360.0,not_neg,not_int,not_lpsm,948000.0,sb,ir,home,1U,7920.0,CIB,645,51.3185654,0,46.0,61.419,0.513,2427635.0,2428885.0,51.400000000000006
467,cf,Female,nopre,type1,p3,l1,nob/c,136500,3.75,0.2584,4214.38,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,4500.0,CRIF,620,50.93283582,0,25.0,30.327,0.509,511875.0,516089.38,58.0
468,cf,Joint,nopre,type1,p1,l1,nob/c,186500,3.125,-0.5986,4052.79,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,2820.0,EXP,657,78.36134454,0,41.0,66.111,0.784,582812.5,586865.29,42.2
469,cf,Male,nopre,type1,p4,l1,nob/c,546500,3.75,0.0258,1778.62,360.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,9120.0,CIB,652,63.69463869,0,36.0,59.917,0.637,2049375.0,2051153.62,43.199999999999996
470,cf,Sex Not Available,pre,type2,p3,l1,b/c,176500,3.875,0.9708,2838.9,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,3420.0,CIB,860,89.14141414,0,32.0,51.593,0.891,683937.5,686776.4,-83.2
471,cf,Joint,nopre,type2,p1,l1,b/c,456500,3.875,1.3271,9783.36,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,6480.0,CIB,712,97.54273504,0,54.0,70.437,0.975,1768937.5,1778720.86,14.400000000000002
472,cf,Female,nopre,type1,p1,l1,nob/c,416500,3.25,-0.3409,3240.0,360.0,not_neg,not_int,not_lpsm,698000.0,sb,pr,home,1U,7500.0,CIB,787,59.67048711,0,34.0,55.526,0.597,1353625.0,1356865.0,-38.599999999999994
473,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,356500,4.375,0.1946,5637.5,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,5400.0,EXP,866,67.51893939,0,45.0,66.006,0.675,1559687.5,1565325.0,-81.6
474,cf,Female,nopre,type2,p3,l1,b/c,526500,3.99,0.95605,2691.13,300.0,not_neg,int_only,not_lpsm,658000.0,sb,pr,home,1U,10500.0,CRIF,513,80.01519757,1,57.0,50.138,0.8,2100735.0,2103426.13,135.0
475,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,256500,2.99,0.1423,5760.0,180.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,4440.0,EXP,737,50.49212598,0,43.0,57.757,0.505,766935.0,772695.0,-5.0
476,cf,Sex Not Available,nopre,type1,p1,l1,nob/c,566500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,5340.0,EQUI,694,75.29761905,1,40.0,106.066,1.355,2260335.0,2263026.13,19.6
477,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,196500,3.99,0.5491,6370.0,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,2580.0,EXP,501,48.16176471,0,42.0,76.133,0.482,784035.0,790405.0,136.2
478,cf,Sex Not Available,nopre,type3,p3,l1,nob/c,336500,3.75,-0.0394,0.0,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,4560.0,CIB,876,80.50239234,0,59.0,73.778,0.805,1261875.0,1261875.0,-82.0
479,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,406500,4.5,1.0226,6699.95,336.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1U,6000.0,CIB,771,70.32871972,0,39.0,67.739,0.703,1829250.0,1835949.95,-27.0
480,cf,Male,nopre,type3,p4,l1,nob/c,446500,2.75,-0.8685,4929.95,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,5640.0,EXP,898,78.60915493,0,40.0,79.153,0.786,1227875.0,1232804.95,-102.8
481,cf,Sex Not Available,pre,type1,p1,l1,nob/c,316500,4.375,0.2154,1926.0,360.0,neg_amm,not_int,not_lpsm,328000.0,sb,pr,home,1U,7260.0,CRIF,815,96.49390244,0,32.0,43.589,0.965,1384687.5,1386613.5,-56.2
482,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,286500,3.99,0.494,1250.0,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,5400.0,EXP,736,90.09433962,0,46.0,53.046,0.901,1143135.0,1144385.0,-3.1999999999999957
483,cf,Joint,nopre,type3,p1,l1,nob/c,206500,3.75,0.1521,0.0,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,6000.0,CIB,885,99.27884615,0,42.0,34.411,0.993,774375.0,774375.0,-94.2
484,cf,Male,nopre,type1,p3,l1,nob/c,146500,4.56,0.3202,3155.0,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,3420.0,EXP,760,46.06918239,0,35.0,42.824,0.461,668040.0,671195.0,-22.0
485,cf,Male,nopre,type1,p4,l1,nob/c,446500,4.375,-0.0978,267.35,360.0,neg_amm,not_int,not_lpsm,588000.0,sb,pr,home,1U,6360.0,CIB,514,75.93537415,0,43.0,70.193,0.759,1953437.5,1953704.85,128.79999999999998
486,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,226500,5.375,0.9403,3931.25,360.0,neg_amm,not_int,not_lpsm,318000.0,sb,pr,home,1U,2820.0,CIB,678,71.22641509,0,48.0,80.291,0.712,1217437.5,1221368.75,32.400000000000006
487,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,406500,3.99,0.327,2691.13,240.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,7800.0,CIB,843,85.041841,1,35.0,52.109,0.85,1621935.0,1624626.13,-71.8
488,cf,Joint,nopre,type2,p3,l1,b/c,446500,3.99,0.95605,2691.13,360.0,not_neg,int_only,not_lpsm,418000.0,sb,pr,home,1U,4320.0,EQUI,597,75.29761905,1,40.0,103.333,1.068,1781535.0,1784226.13,77.8
489,cf,Female,nopre,type1,p4,l1,nob/c,306500,3.75,-0.0582,2691.13,360.0,neg_amm,not_int,not_lpsm,518000.0,sb,pr,home,1U,4260.0,CIB,698,59.16988417,0,40.0,71.931,0.592,1149375.0,1152066.13,17.2
490,cf,Male,nopre,type1,p4,l1,nob/c,256500,3.75,0.7997,4159.03,240.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,6780.0,CIB,536,64.44723618,0,32.0,37.826,0.644,961875.0,966034.03,111.19999999999999
491,cf,Joint,nopre,type1,p3,l1,nob/c,206500,4.75,1.2235,3608.63,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,3720.0,CIB,875,69.29530201,0,38.0,55.496,0.693,980875.0,984483.63,-89.8
492,ncf,Male,nopre,type1,p3,l1,nob/c,576500,3.99,0.327,2691.13,360.0,neg_amm,not_int,not_lpsm,978000.0,sb,pr,home,2U,4680.0,CIB,537,58.94683027,1,55.0,123.157,0.589,2300235.0,2302926.13,119.8
493,cf,Female,nopre,type2,p3,l1,b/c,256500,3.99,0.95605,2691.13,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,3120.0,CRIF,523,73.70689655,1,46.0,82.185,0.737,1023435.0,1026126.13,124.60000000000001
494,cf,Joint,nopre,type1,p4,l1,nob/c,556500,3.125,-0.1108,0.0,180.0,not_neg,not_int,not_lpsm,798000.0,sb,pr,home,1U,10740.0,CIB,822,69.73684211,0,31.0,51.811,0.697,1739062.5,1739062.5,-60.800000000000004
495,cf,Sex Not Available,nopre,type3,p4,l1,nob/c,236500,2.99,-0.698,4595.02,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,5640.0,EXP,703,79.36241611,0,40.0,41.925,0.794,707135.0,711730.02,14.2
496,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,486500,3.5,0.1937,13964.19,324.0,not_neg,not_int,not_lpsm,928000.0,sb,pr,home,1U,10980.0,CIB,638,52.42456897,0,30.0,44.304,0.524,1702750.0,1716714.19,49.199999999999996
497,cf,Female,pre,type3,p3,l1,nob/c,416500,4.125,0.3345,1990.0,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,6480.0,CIB,619,85.34836066,0,30.0,64.265,0.853,1718062.5,1720052.5,60.6
498,cf,Male,pre,type3,p4,l1,nob/c,276500,3.0,-0.7057,1722.89,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,5640.0,CRIF,671,89.77272727,0,40.0,49.016,0.898,829500.0,831222.89,33.4
499,ncf,Joint,nopre,type2,p4,l1,b/c,126500,3.5,1.224,4478.4,180.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,8580.0,CIB,580,85.47297297,0,29.0,14.742,0.855,442750.0,447228.4,83.6
500,cf,Female,nopre,type2,p1,l1,b/c,326500,4.125,0.9786,0.0,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,4260.0,CIB,512,96.59763314,0,47.0,76.625,0.966,1346812.5,1346812.5,131.6
501,cf,Joint,nopre,type1,p4,l1,nob/c,486500,3.69,0.0077,941.4,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,8340.0,EXP,828,73.93617021,0,29.0,58.326,0.739,1795185.0,1796126.4,-65.19999999999999
502,cf,Joint,nopre,type1,p2,l1,nob/c,176500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,sr,home,1U,9420.0,EQUI,588,75.29761905,1,40.0,18.735,0.422,704235.0,706926.13,83.2
503,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,406500,3.69,-0.028,0.0,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,15240.0,CIB,822,74.17883212,0,13.0,26.671,0.742,1499985.0,1499985.0,-68.0
504,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,726500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,14160.0,EQUI,730,75.29761905,1,40.0,51.303,1.738,2898735.0,2901426.13,-2.0
505,cf,Sex Not Available,pre,type2,p4,l1,b/c,266500,3.99,0.95605,2691.13,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,5640.0,EXP,858,92.53472222,1,40.0,47.243,0.925,1063335.0,1066026.13,-78.8
506,cf,Male,nopre,type2,p3,l1,b/c,216500,4.99,1.2567,4054.09,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,5160.0,EXP,815,83.91472868,0,32.0,41.949,0.839,1080335.0,1084389.09,-56.2
